hold_1,hold_2,hold_3,hold_4,hold_5,hold_6,hold_7,hold_8,hold_9,flight_1,flight_2,flight_3,flight_4,flight_5,flight_6,flight_7,flight_8,label
0.07299566268920898,0.11251258850097656,0.11453723907470703,0.11553192138671875,0.11456871032714844,0.15109539031982422,0.11051750183105469,0.11310843058994838,0.11310843058994838,0.18607282638549805,0.08649706840515137,0.11251258850097656,0.2230663299560547,0.23902058601379395,0.07651448249816895,0.30867719650268555,0.18709683418273926,presenMan1
0.07756185531616211,0.11258459091186523,0.07352900505065918,0.07701253890991211,0.11353063583374023,0.11554694175720215,0.07053208351135254,0.09147109304155622,0.09147109304155622,0.16704106330871582,0.14758944511413574,0.11960339546203613,0.23060154914855957,0.20001888275146484,0.039018869400024414,0.20707178115844727,0.12058186531066895,presenMan1
0.07257580757141113,0.11356544494628906,0.11102104187011719,0.11054158210754395,0.1130366325378418,0.11303234100341797,0.07601189613342285,0.10139782088143486,0.10139782088143486,0.18803048133850098,0.10457587242126465,0.11456298828125,0.22757673263549805,0.20005130767822266,0.07201290130615234,0.2005481719970703,0.21453475952148438,presenMan1
0.11049222946166992,0.07550382614135742,0.11151599884033203,0.11352038383483887,0.11057400703430176,0.15110516548156738,0.11154866218566895,0.11551523208618164,0.07551026344299316,0.1940312385559082,0.08050394058227539,0.13651561737060547,0.20804858207702637,0.17910385131835938,0.07454442977905273,0.18105721473693848,0.07700252532958984,presenMan1
0.07702374458312988,0.07651114463806152,0.11350345611572266,0.07653474807739258,0.11353683471679688,0.07501649856567383,0.11052250862121582,0.07353425025939941,0.08952289819717407,0.17952609062194824,0.12508845329284668,0.12850356101989746,0.25658106803894043,0.1335158348083496,0.07754850387573242,0.18810582160949707,0.07498931884765625,presenMan1
0.07752418518066406,0.07553791999816895,0.1505277156829834,0.11407589912414551,0.11052203178405762,0.11306643486022949,0.11252546310424805,0.0745077133178711,0.10353592038154602,0.18608379364013672,0.08252978324890137,0.1505277156829834,0.22661495208740234,0.18909287452697754,0.07299160957336426,0.18007683753967285,0.1135256290435791,presenMan1
0.07550501823425293,0.11151123046875,0.11251616477966309,0.11352372169494629,0.11407852172851562,0.07657599449157715,0.10952377319335938,0.10189063208443778,0.10189063208443778,0.17302656173706055,0.11251115798950195,0.11251616477966309,0.2405993938446045,0.1645050048828125,0.07551121711730957,0.19114470481872559,0.1528306007385254,presenMan1
0.07558083534240723,0.11209893226623535,0.11451530456542969,0.11150717735290527,0.11509346961975098,0.10856056213378906,0.11254596710205078,0.10751771926879883,0.1071774959564209,0.24312591552734375,0.272144079208374,0.11951756477355957,0.42206811904907227,0.19605612754821777,0.11909031867980957,0.15054774284362793,0.11554884910583496,presenMan1
0.11159753799438477,0.07360172271728516,0.07254672050476074,0.14853525161743164,0.0770120620727539,0.11052703857421875,0.07554221153259277,0.09562322071620397,0.09562322071620397,0.22865915298461914,0.07399725914001465,1.1925621032714844,0.46958470344543457,0.18710899353027344,0.07252335548400879,0.24908065795898438,0.11052703857421875,presenMan1
0.11302900314331055,0.11155819892883301,0.10654568672180176,0.1510791778564453,0.11252355575561523,0.11561179161071777,0.10556936264038086,0.1165595395224435,0.1165595395224435,0.17157220840454102,0.16704130172729492,0.11555242538452148,0.3155648708343506,0.20212769508361816,0.07555842399597168,0.4071078300476074,0.12059712409973145,presenMan1
0.11556243896484375,0.07400393486022949,0.11555123329162598,0.06954264640808105,0.11153101921081543,0.11154317855834961,0.11150240898132324,0.11351394653320312,0.10284385085105896,0.22305822372436523,0.14551234245300293,0.11954975128173828,0.2151172161102295,0.19809365272521973,0.07500815391540527,0.2685532569885254,0.07250142097473145,presenMan1
0.11254072189331055,0.07554483413696289,0.11102581024169922,0.11251044273376465,0.11052894592285156,0.11551356315612793,0.15053272247314453,0.11053156852722168,0.11234107613563538,0.19906044006347656,0.11906027793884277,0.11602592468261719,0.23802542686462402,0.19510865211486816,0.07155656814575195,0.1740434169769287,0.1635289192199707,presenMan1
0.11350631713867188,0.07500290870666504,0.11356759071350098,0.10652542114257812,0.14711356163024902,0.11157679557800293,0.11450934410095215,0.07350683212280273,0.10691359639167786,0.21401619911193848,0.1385202407836914,0.11856389045715332,0.22462868690490723,0.19459819793701172,0.07253670692443848,0.24860739707946777,0.11551022529602051,presenMan1
0.07462406158447266,0.07753276824951172,0.1115119457244873,0.11351680755615234,0.1515038013458252,0.11554741859436035,0.11414217948913574,0.07853102684020996,0.10461375117301941,0.18614912033081055,0.12251520156860352,0.13301801681518555,0.21308016777038574,0.19508814811706543,0.1125035285949707,0.155562162399292,0.15712881088256836,presenMan1
0.11452674865722656,0.10950255393981934,0.11350703239440918,0.07551407814025879,0.15410232543945312,0.11355781555175781,0.11751770973205566,0.07455086708068848,0.10909739136695862,0.18309593200683594,0.13050317764282227,0.11350703239440918,0.2165517807006836,0.15807247161865234,0.11556792259216309,0.1950969696044922,0.07652568817138672,presenMan1
0.07650971412658691,0.11351132392883301,0.1120150089263916,0.15106844902038574,0.11455821990966797,0.11105585098266602,0.07652807235717773,0.10789237703595843,0.10789237703595843,0.19102239608764648,0.0875086784362793,0.12351155281066895,0.22853827476501465,0.16453957557678223,0.07350587844848633,0.13558197021484375,0.12806415557861328,presenMan1
0.07355499267578125,0.11058354377746582,0.10556960105895996,0.1135103702545166,0.07451248168945312,0.11455464363098145,0.11457180976867676,0.10097963469369071,0.10097963469369071,0.14807939529418945,0.11755514144897461,0.11657595634460449,0.2050795555114746,0.22961640357971191,0.07600092887878418,0.15755271911621094,0.07655739784240723,presenMan1
0.1135110855102539,0.07449221611022949,0.11250901222229004,0.07755827903747559,0.11450910568237305,0.07651925086975098,0.11005973815917969,0.11352276802062988,0.09908518195152283,0.17603278160095215,0.11249232292175293,0.1135098934173584,0.213165283203125,0.16906261444091797,0.07650899887084961,0.1585550308227539,0.07154512405395508,presenMan1
0.07550883293151855,0.11353778839111328,0.10854959487915039,0.06957197189331055,0.1155240535736084,0.07700920104980469,0.11256885528564453,0.06849980354309082,0.09259626269340515,0.15303301811218262,0.11753630638122559,0.11355066299438477,0.21011948585510254,0.1740257740020752,0.07651615142822266,0.1205604076385498,0.1165626049041748,presenMan1
0.07551836967468262,0.10903549194335938,0.11351871490478516,0.09855794906616211,0.07352209091186523,0.11307811737060547,0.11354207992553711,0.099538973399571,0.099538973399571,0.15102934837341309,0.13254499435424805,0.11403846740722656,0.22506952285766602,0.16559553146362305,0.06255316734313965,0.13554739952087402,0.07654881477355957,presenMan1
